Wavelength (nm),Sum(calc),Pb I (1.4e-1),Pb II (8.6e-1)
363.87,1.192e+3,1.192e+3,
363.875,2.257e+3,2.257e+3,
363.88,4.112e+3,4.112e+3,
363.885,7.217e+3,7.217e+3,
363.89,1.220e+4,1.220e+4,
363.895,1.985e+4,1.985e+4,
363.9,3.110e+4,3.110e+4,
363.905,4.693e+4,4.693e+4,
363.91,6.819e+4,6.819e+4,
363.915,9.541e+4,9.541e+4,
363.92,1.286e+5,1.286e+5,
363.925,1.668e+5,1.668e+5,
363.93,2.084e+5,2.084e+5,
363.935,2.508e+5,2.508e+5,
363.94,2.905e+5,2.905e+5,
363.945,3.241e+5,3.241e+5,
363.95,3.482e+5,3.482e+5,
363.955,3.603e+5,3.603e+5,
363.96,3.589e+5,3.589e+5,
363.965,3.443e+5,3.443e+5,
363.97,3.181e+5,3.181e+5,
363.975,2.830e+5,2.830e+5,
363.98,2.424e+5,2.424e+5,
363.985,1.999e+5,1.999e+5,
363.99,1.588e+5,1.588e+5,
363.995,1.215e+5,1.215e+5,
364,8.948e+4,8.948e+4,
364.005,6.347e+4,6.347e+4,
364.01,4.335e+4,4.335e+4,
364.015,2.851e+4,2.851e+4,
364.02,1.806e+4,1.806e+4,
364.025,1.101e+4,1.101e+4,
364.03,6.468e+3,6.468e+3,
364.035,3.658e+3,3.658e+3,
364.04,1.992e+3,1.992e+3,
364.045,1.045e+3,1.045e+3,
364.05,5.276e+2,5.276e+2,
364.055,2.566e+2,2.566e+2,
364.06,1.201e+2,1.201e+2,
364.065,5.418e+1,5.418e+1,
364.07,2.353e+1,2.353e+1,
364.075,9.837e+0,9.837e+0,
364.08,3.961e+0,3.961e+0,
364.085,1.536e+0,1.536e+0,
364.09,5.734e-1,5.734e-1,
364.095,2.062e-1,2.062e-1,
364.1,7.138e-2,7.138e-2,
364.105,2.380e-2,2.380e-2,
364.11,7.641e-3,7.641e-3,
364.115,2.362e-3,2.362e-3,
364.12,7.033e-4,7.033e-4,
364.125,2.016e-4,2.016e-4,
364.131,4.283e-5,4.283e-5,
364.136,1.130e-5,1.130e-5,
364.141,2.871e-6,2.871e-6,
364.146,7.024e-7,7.024e-7,
364.151,1.655e-7,1.655e-7,
364.156,3.754e-8,3.754e-8,
364.161,8.201e-9,8.201e-9,
364.166,1.725e-9,1.725e-9,
364.171,3.495e-10,3.495e-10,
364.176,6.817e-11,6.817e-11,
364.181,1.281e-11,1.281e-11,
364.186,2.316e-12,2.316e-12,
364.191,4.035e-13,4.035e-13,
364.196,6.767e-14,6.767e-14,
364.201,1.093e-14,1.093e-14,
364.206,1.700e-15,1.700e-15,
364.211,2.546e-16,2.546e-16,
364.216,3.673e-17,3.673e-17,
364.221,5.101e-18,5.101e-18,
364.226,6.821e-19,6.821e-19,
364.231,8.785e-20,8.785e-20,
364.236,1.089e-20,1.089e-20,
364.241,1.301e-21,1.301e-21,
364.246,1.496e-22,1.496e-22,
364.251,1.657e-23,1.657e-23,
364.256,1.767e-24,1.767e-24,
364.261,1.814e-25,1.814e-25,
364.266,1.794e-26,1.794e-26,
364.271,1.708e-27,1.708e-27,
366.829,5.130e-29,5.130e-29,
366.834,5.408e-28,5.408e-28,
366.839,5.493e-27,5.493e-27,
366.844,5.377e-26,5.377e-26,
366.849,5.072e-25,5.072e-25,
366.854,4.609e-24,4.609e-24,
366.859,4.037e-23,4.037e-23,
366.864,3.406e-22,3.406e-22,
366.869,2.770e-21,2.770e-21,
366.874,2.170e-20,2.170e-20,
366.879,1.638e-19,1.638e-19,
366.885,1.765e-18,1.765e-18,
366.89,1.228e-17,1.228e-17,
366.895,8.234e-17,8.234e-17,
366.9,5.320e-16,5.320e-16,
366.905,3.312e-15,3.312e-15,
366.91,1.987e-14,1.987e-14,
366.915,1.148e-13,1.148e-13,
366.92,6.396e-13,6.396e-13,
366.925,3.433e-12,3.433e-12,
366.93,1.775e-11,1.775e-11,
366.935,8.847e-11,8.847e-11,
366.94,4.248e-10,4.248e-10,
366.945,1.966e-9,1.966e-9,
366.95,8.764e-9,8.764e-9,
366.955,3.765e-8,3.765e-8,
366.96,1.559e-7,1.559e-7,
366.965,6.218e-7,6.218e-7,
366.97,2.390e-6,2.390e-6,
366.975,8.852e-6,8.852e-6,
366.98,3.159e-5,3.159e-5,
366.985,1.086e-4,1.086e-4,
366.99,3.600e-4,3.600e-4,
366.995,1.150e-3,1.150e-3,
367,3.537e-3,3.537e-3,
367.005,1.049e-2,1.049e-2,
367.01,2.996e-2,2.996e-2,
367.015,8.247e-2,8.247e-2,
367.02,2.188e-1,2.188e-1,
367.025,5.592e-1,5.592e-1,
367.03,1.377e+0,1.377e+0,
367.035,3.268e+0,3.268e+0,
367.04,7.474e+0,7.474e+0,
367.045,1.647e+1,1.647e+1,
367.05,3.497e+1,3.497e+1,
367.055,7.155e+1,7.155e+1,
367.06,1.411e+2,1.411e+2,
367.065,2.680e+2,2.680e+2,
367.07,4.905e+2,4.905e+2,
367.075,8.652e+2,8.652e+2,
367.08,1.471e+3,1.471e+3,
367.085,2.408e+3,2.408e+3,
367.09,3.801e+3,3.801e+3,
367.095,5.780e+3,5.780e+3,
367.1,8.469e+3,8.469e+3,
367.105,1.196e+4,1.196e+4,
367.11,1.627e+4,1.627e+4,
367.115,2.133e+4,2.133e+4,
367.12,2.694e+4,2.694e+4,
367.125,3.280e+4,3.280e+4,
367.13,3.847e+4,3.847e+4,
367.135,4.348e+4,4.348e+4,
367.14,4.735e+4,4.735e+4,
367.145,4.969e+4,4.969e+4,
367.15,5.024e+4,5.024e+4,
367.155,4.896e+4,4.896e+4,
367.16,4.596e+4,4.596e+4,
367.165,4.158e+4,4.158e+4,
367.17,3.625e+4,3.625e+4,
367.175,3.045e+4,3.045e+4,
367.18,2.465e+4,2.465e+4,
367.186,1.821e+4,1.821e+4,
367.191,1.359e+4,1.359e+4,
367.196,9.766e+3,9.766e+3,
367.201,6.764e+3,6.764e+3,
367.206,4.515e+3,4.515e+3,
367.211,2.904e+3,2.904e+3,
367.216,1.799e+3,1.799e+3,
367.221,1.075e+3,1.075e+3,
367.226,6.183e+2,6.183e+2,
367.231,3.428e+2,3.428e+2,
367.236,1.832e+2,1.832e+2,
367.241,9.429e+1,9.429e+1,
367.246,4.677e+1,4.677e+1,
367.251,2.236e+1,2.236e+1,
367.256,1.030e+1,1.030e+1,
367.261,4.570e+0,4.570e+0,
367.266,1.955e+0,1.955e+0,
367.271,8.055e-1,8.055e-1,
367.276,3.198e-1,3.198e-1,
367.281,1.224e-1,1.224e-1,
367.286,4.512e-2,4.512e-2,
367.291,1.603e-2,1.603e-2,
367.296,5.488e-3,5.488e-3,
367.301,1.810e-3,1.810e-3,
367.306,5.754e-4,5.754e-4,
367.311,1.762e-4,1.762e-4,
367.316,5.201e-5,5.201e-5,
367.321,1.479e-5,1.479e-5,
367.326,4.053e-6,4.053e-6,
367.331,1.070e-6,1.070e-6,
367.336,2.723e-7,2.723e-7,
367.341,6.676e-8,6.676e-8,
367.346,1.577e-8,1.577e-8,
367.351,3.590e-9,3.590e-9,
367.356,7.876e-10,7.876e-10,
367.361,1.665e-10,1.665e-10,
367.366,3.390e-11,3.390e-11,
367.371,6.653e-12,6.653e-12,
367.376,1.258e-12,1.258e-12,
367.381,2.293e-13,2.293e-13,
367.386,4.026e-14,4.026e-14,
367.391,6.811e-15,6.811e-15,
367.396,1.110e-15,1.110e-15,
367.401,1.744e-16,1.744e-16,
367.406,2.641e-17,2.641e-17,
367.411,3.852e-18,3.852e-18,
367.416,5.413e-19,5.413e-19,
367.421,7.331e-20,7.331e-20,
367.426,9.568e-21,9.568e-21,
367.431,1.203e-21,1.203e-21,
367.436,1.458e-22,1.458e-22,
367.441,1.702e-23,1.702e-23,
367.446,1.915e-24,1.915e-24,
367.451,2.076e-25,2.076e-25,
367.456,2.169e-26,2.169e-26,
367.461,2.183e-27,2.183e-27,
367.466,2.117e-28,2.117e-28,
368.028,2.285e-27,2.285e-27,
368.033,2.338e-26,2.338e-26,
368.038,2.305e-25,2.305e-25,
368.043,2.191e-24,2.191e-24,
368.048,2.006e-23,2.006e-23,
368.053,1.771e-22,1.771e-22,
368.058,1.507e-21,1.507e-21,
368.063,1.236e-20,1.236e-20,
368.068,9.769e-20,9.769e-20,
368.073,7.442e-19,7.442e-19,
368.078,5.465e-18,5.465e-18,
368.083,3.867e-17,3.867e-17,
368.088,2.638e-16,2.638e-16,
368.093,1.734e-15,1.734e-15,
368.098,1.099e-14,1.099e-14,
368.104,9.593e-14,9.593e-14,
368.109,5.605e-13,5.605e-13,
368.114,3.156e-12,3.156e-12,
368.119,1.713e-11,1.713e-11,
368.124,8.961e-11,8.961e-11,
368.129,4.518e-10,4.518e-10,
368.134,2.196e-9,2.196e-9,
368.139,1.028e-8,1.028e-8,
368.144,4.642e-8,4.642e-8,
368.149,2.020e-7,2.020e-7,
368.154,8.470e-7,8.470e-7,
368.159,3.423e-6,3.423e-6,
368.164,1.334e-5,1.334e-5,
368.169,5.007e-5,5.007e-5,
368.174,1.812e-4,1.812e-4,
368.179,6.320e-4,6.320e-4,
368.184,2.124e-3,2.124e-3,
368.189,6.883e-3,6.883e-3,
368.194,2.149e-2,2.149e-2,
368.199,6.469e-2,6.469e-2,
368.204,1.877e-1,1.877e-1,
368.209,5.247e-1,5.247e-1,
368.214,1.414e+0,1.414e+0,
368.219,3.672e+0,3.672e+0,
368.224,9.193e+0,9.193e+0,
368.229,2.218e+1,2.218e+1,
368.234,5.158e+1,5.158e+1,
368.239,1.156e+2,1.156e+2,
368.244,2.497e+2,2.497e+2,
368.249,5.199e+2,5.199e+2,
368.254,1.043e+3,1.043e+3,
368.259,2.018e+3,2.018e+3,
368.264,3.762e+3,3.762e+3,
368.269,6.759e+3,6.759e+3,
368.274,1.170e+4,1.170e+4,
368.279,1.953e+4,1.953e+4,
368.284,3.142e+4,3.142e+4,
368.289,4.872e+4,4.872e+4,
368.294,7.281e+4,7.281e+4,
368.299,1.049e+5,1.049e+5,
368.304,1.456e+5,1.456e+5,
368.309,1.948e+5,1.948e+5,
368.314,2.511e+5,2.511e+5,
368.319,3.121e+5,3.121e+5,
368.324,3.739e+5,3.739e+5,
368.329,4.317e+5,4.317e+5,
368.334,4.804e+5,4.804e+5,
368.339,5.152e+5,5.152e+5,
368.344,5.326e+5,5.326e+5,
368.349,5.306e+5,5.306e+5,
368.354,5.096e+5,5.096e+5,
368.359,4.716e+5,4.716e+5,
368.364,4.207e+5,4.207e+5,
368.369,3.617e+5,3.617e+5,
368.374,2.997e+5,2.997e+5,
368.379,2.394e+5,2.394e+5,
368.384,1.843e+5,1.843e+5,
368.389,1.367e+5,1.367e+5,
368.394,9.777e+4,9.777e+4,
368.399,6.738e+4,6.738e+4,
368.404,4.476e+4,4.476e+4,
368.41,2.610e+4,2.610e+4,
368.415,1.599e+4,1.599e+4,
368.42,9.438e+3,9.438e+3,
368.425,5.370e+3,5.370e+3,
368.43,2.945e+3,2.945e+3,
368.435,1.557e+3,1.557e+3,
368.44,7.932e+2,7.932e+2,
368.445,3.895e+2,3.895e+2,
368.45,1.843e+2,1.843e+2,
368.455,8.408e+1,8.408e+1,
368.46,3.697e+1,3.697e+1,
368.465,1.566e+1,1.566e+1,
368.47,6.397e+0,6.397e+0,
368.475,2.518e+0,2.518e+0,
368.48,9.553e-1,9.553e-1,
368.485,3.493e-1,3.493e-1,
368.49,1.231e-1,1.231e-1,
368.495,4.182e-2,4.182e-2,
368.5,1.369e-2,1.369e-2,
368.505,4.320e-3,4.320e-3,
368.51,1.314e-3,1.314e-3,
368.515,3.851e-4,3.851e-4,
368.52,1.088e-4,1.088e-4,
368.525,2.963e-5,2.963e-5,
368.53,7.775e-6,7.775e-6,
368.535,1.967e-6,1.967e-6,
368.54,4.795e-7,4.795e-7,
368.545,1.127e-7,1.127e-7,
368.55,2.552e-8,2.552e-8,
368.555,5.570e-9,5.570e-9,
368.56,1.172e-9,1.172e-9,
368.565,2.376e-10,2.376e-10,
368.57,4.644e-11,4.644e-11,
368.575,8.747e-12,8.747e-12,
368.58,1.588e-12,1.588e-12,
368.585,2.779e-13,2.779e-13,
368.59,4.686e-14,4.686e-14,
368.595,7.617e-15,7.617e-15,
368.6,1.193e-15,1.193e-15,
368.605,1.802e-16,1.802e-16,
368.61,2.622e-17,2.622e-17,
368.615,3.678e-18,3.678e-18,
368.62,4.973e-19,4.973e-19,
368.625,6.480e-20,6.480e-20,
368.63,8.138e-21,8.138e-21,
368.635,9.851e-22,9.851e-22,
368.64,1.149e-22,1.149e-22,
368.645,1.292e-23,1.292e-23,
368.65,1.400e-24,1.400e-24,
368.655,1.463e-25,1.463e-25,
368.66,1.473e-26,1.473e-26,
368.665,1.429e-27,1.429e-27,
373.672,1.333e-27,1.333e-27,
373.677,1.309e-26,1.309e-26,
373.682,1.240e-25,1.240e-25,
373.687,1.134e-24,1.134e-24,
373.692,9.998e-24,9.998e-24,
373.697,8.508e-23,8.508e-23,
373.702,6.986e-22,6.986e-22,
373.707,5.535e-21,5.535e-21,
373.712,4.231e-20,4.231e-20,
373.717,3.121e-19,3.121e-19,
373.722,2.221e-18,2.221e-18,
373.727,1.526e-17,1.526e-17,
373.732,1.011e-16,1.011e-16,
373.737,6.463e-16,6.463e-16,
373.742,3.987e-15,3.987e-15,
373.747,2.373e-14,2.373e-14,
373.752,1.363e-13,1.363e-13,
373.757,7.553e-13,7.553e-13,
373.762,4.039e-12,4.039e-12,
373.767,2.084e-11,2.084e-11,
373.772,1.037e-10,1.037e-10,
373.777,4.982e-10,4.982e-10,
373.782,2.309e-9,2.309e-9,
373.787,1.033e-8,1.033e-8,
373.792,4.456e-8,4.456e-8,
373.797,1.855e-7,1.855e-7,
373.802,7.452e-7,7.452e-7,
373.807,2.888e-6,2.888e-6,
373.812,1.080e-5,1.080e-5,
373.817,3.898e-5,3.898e-5,
373.822,1.357e-4,1.357e-4,
373.827,4.560e-4,4.560e-4,
373.832,1.478e-3,1.478e-3,
373.837,4.623e-3,4.623e-3,
373.842,1.395e-2,1.395e-2,
373.847,4.063e-2,4.063e-2,
373.852,1.142e-1,1.142e-1,
373.857,3.095e-1,3.095e-1,
373.862,8.097e-1,8.097e-1,
373.867,2.044e+0,2.044e+0,
373.872,4.977e+0,4.977e+0,
373.877,1.170e+1,1.170e+1,
373.882,2.652e+1,2.652e+1,
373.887,5.801e+1,5.801e+1,
373.892,1.225e+2,1.225e+2,
373.897,2.494e+2,2.494e+2,
373.902,4.902e+2,4.902e+2,
373.907,9.295e+2,9.295e+2,
373.912,1.701e+3,1.701e+3,
373.918,3.349e+3,3.349e+3,
373.923,5.665e+3,5.665e+3,
373.928,9.244e+3,9.244e+3,
373.933,1.456e+4,1.456e+4,
373.938,2.211e+4,2.211e+4,
373.943,3.242e+4,3.242e+4,
373.948,4.585e+4,4.585e+4,
373.953,6.258e+4,6.258e+4,
373.958,8.241e+4,8.241e+4,
373.963,1.047e+5,1.047e+5,
373.968,1.284e+5,1.284e+5,
373.973,1.519e+5,1.519e+5,
373.978,1.733e+5,1.733e+5,
373.983,1.909e+5,1.909e+5,
373.988,2.029e+5,2.029e+5,
373.993,2.080e+5,2.080e+5,
373.998,2.058e+5,2.058e+5,
374.003,1.964e+5,1.964e+5,
374.008,1.809e+5,1.809e+5,
374.013,1.608e+5,1.608e+5,
374.018,1.379e+5,1.379e+5,
374.023,1.141e+5,1.141e+5,
374.028,9.109e+4,9.109e+4,
374.033,7.016e+4,7.016e+4,
374.038,5.215e+4,5.215e+4,
374.043,3.740e+4,3.740e+4,
374.048,2.588e+4,2.588e+4,
374.053,1.728e+4,1.728e+4,
374.058,1.113e+4,1.113e+4,
374.063,6.920e+3,6.920e+3,
374.068,4.151e+3,4.151e+3,
374.073,2.402e+3,2.402e+3,
374.078,1.341e+3,1.341e+3,
374.083,7.227e+2,7.227e+2,
374.088,3.757e+2,3.757e+2,
374.093,1.885e+2,1.885e+2,
374.098,9.121e+1,9.121e+1,
374.103,4.260e+1,4.260e+1,
374.108,1.919e+1,1.919e+1,
374.113,8.345e+0,8.345e+0,
374.118,3.501e+0,3.501e+0,
374.123,1.417e+0,1.417e+0,
374.128,5.535e-1,5.535e-1,
374.133,2.086e-1,2.086e-1,
374.138,7.585e-2,7.585e-2,
374.143,2.661e-2,2.661e-2,
374.148,9.009e-3,9.009e-3,
374.153,2.943e-3,2.943e-3,
374.158,9.274e-4,9.274e-4,
374.163,2.820e-4,2.820e-4,
374.168,8.276e-5,8.276e-5,
374.173,2.343e-5,2.343e-5,
374.178,6.401e-6,6.401e-6,
374.183,1.687e-6,1.687e-6,
374.188,4.291e-7,4.291e-7,
374.193,1.053e-7,1.053e-7,
374.198,2.493e-8,2.493e-8,
374.203,5.696e-9,5.696e-9,
374.208,1.256e-9,1.256e-9,
374.213,2.671e-10,2.671e-10,
374.218,5.482e-11,5.482e-11,
374.224,7.819e-12,7.819e-12,
374.229,1.483e-12,1.483e-12,
374.234,2.715e-13,2.715e-13,
374.239,4.796e-14,4.796e-14,
374.244,8.173e-15,8.173e-15,
374.249,1.344e-15,1.344e-15,
374.254,2.132e-16,2.132e-16,
374.259,3.264e-17,3.264e-17,
374.264,4.822e-18,4.822e-18,
374.269,6.873e-19,6.873e-19,
374.274,9.451e-20,9.451e-20,
374.279,1.254e-20,1.254e-20,
374.284,1.606e-21,1.606e-21,
374.289,1.984e-22,1.984e-22,
374.294,2.364e-23,2.364e-23,
374.299,2.719e-24,2.719e-24,
374.304,3.018e-25,3.018e-25,
374.309,3.232e-26,3.232e-26,
374.314,3.339e-27,3.339e-27,
401.623,1.440e-27,1.440e-27,
401.628,1.163e-26,1.163e-26,
401.633,9.104e-26,9.104e-26,
401.638,6.911e-25,6.911e-25,
401.643,5.086e-24,5.086e-24,
401.648,3.629e-23,3.629e-23,
401.653,2.510e-22,2.510e-22,
401.658,1.684e-21,1.684e-21,
401.663,1.095e-20,1.095e-20,
401.668,6.903e-20,6.903e-20,
401.673,4.219e-19,4.219e-19,
401.678,2.500e-18,2.500e-18,
401.683,1.437e-17,1.437e-17,
401.688,8.002e-17,8.002e-17,
401.693,4.322e-16,4.322e-16,
401.698,2.263e-15,2.263e-15,
401.703,1.149e-14,1.149e-14,
401.708,5.654e-14,5.654e-14,
401.713,2.698e-13,2.698e-13,
401.718,1.248e-12,1.248e-12,
401.723,5.599e-12,5.599e-12,
401.728,2.435e-11,2.435e-11,
401.733,1.027e-10,1.027e-10,
401.738,4.197e-10,4.197e-10,
401.743,1.663e-9,1.663e-9,
401.749,8.335e-9,8.335e-9,
401.754,3.086e-8,3.086e-8,
401.759,1.108e-7,1.108e-7,
401.764,3.855e-7,3.855e-7,
401.769,1.301e-6,1.301e-6,
401.774,4.256e-6,4.256e-6,
401.779,1.350e-5,1.350e-5,
401.784,4.151e-5,4.151e-5,
401.789,1.237e-4,1.237e-4,
401.794,3.577e-4,3.577e-4,
401.799,1.002e-3,1.002e-3,
401.804,2.724e-3,2.724e-3,
401.809,7.174e-3,7.174e-3,
401.814,1.832e-2,1.832e-2,
401.819,4.537e-2,4.537e-2,
401.824,1.089e-1,1.089e-1,
401.829,2.535e-1,2.535e-1,
401.834,5.721e-1,5.721e-1,
401.839,1.252e+0,1.252e+0,
401.844,2.655e+0,2.655e+0,
401.849,5.460e+0,5.460e+0,
401.854,1.089e+1,1.089e+1,
401.859,2.105e+1,2.105e+1,
401.864,3.944e+1,3.944e+1,
401.869,7.168e+1,7.168e+1,
401.874,1.263e+2,1.263e+2,
401.879,2.157e+2,2.157e+2,
401.884,3.572e+2,3.572e+2,
401.889,5.735e+2,5.735e+2,
401.894,8.927e+2,8.927e+2,
401.899,1.347e+3,1.347e+3,
401.904,1.971e+3,1.971e+3,
401.909,2.796e+3,2.796e+3,
401.914,3.846e+3,3.846e+3,
401.919,5.129e+3,5.129e+3,
401.924,6.631e+3,6.631e+3,
401.929,8.311e+3,8.311e+3,
401.934,1.010e+4,1.010e+4,
401.939,1.190e+4,1.190e+4,
401.944,1.359e+4,1.359e+4,
401.949,1.506e+4,1.506e+4,
401.954,1.617e+4,1.617e+4,
401.959,1.683e+4,1.683e+4,
401.964,1.699e+4,1.699e+4,
401.969,1.662e+4,1.662e+4,
401.974,1.577e+4,1.577e+4,
401.979,1.451e+4,1.451e+4,
401.984,1.294e+4,1.294e+4,
401.989,1.119e+4,1.119e+4,
401.994,9.377e+3,9.377e+3,
401.999,7.621e+3,7.621e+3,
402.004,6.006e+3,6.006e+3,
402.009,4.588e+3,4.588e+3,
402.014,3.398e+3,3.398e+3,
402.019,2.440e+3,2.440e+3,
402.024,1.699e+3,1.699e+3,
402.029,1.147e+3,1.147e+3,
402.034,7.506e+2,7.506e+2,
402.039,4.763e+2,4.763e+2,
402.044,2.930e+2,2.930e+2,
402.049,1.748e+2,1.748e+2,
402.055,9.023e+1,9.023e+1,
402.06,5.028e+1,5.028e+1,
402.065,2.716e+1,2.716e+1,
402.07,1.422e+1,1.422e+1,
402.075,7.223e+0,7.223e+0,
402.08,3.556e+0,3.556e+0,
402.085,1.697e+0,1.697e+0,
402.09,7.854e-1,7.854e-1,
402.095,3.524e-1,3.524e-1,
402.1,1.533e-1,1.533e-1,
402.105,6.464e-2,6.464e-2,
402.11,2.643e-2,2.643e-2,
402.115,1.048e-2,1.048e-2,
402.12,4.027e-3,4.027e-3,
402.125,1.501e-3,1.501e-3,
402.13,5.422e-4,5.422e-4,
402.135,1.899e-4,1.899e-4,
402.14,6.449e-5,6.449e-5,
402.145,2.123e-5,2.123e-5,
402.15,6.778e-6,6.778e-6,
402.155,2.098e-6,2.098e-6,
402.16,6.294e-7,6.294e-7,
