224.3045, ,44 568.640 ,1,,,,,,,,,,,,,
241.3913, ,65 190.158 ,2,,,,,,,,,,,,,
242.2186, ,44 568.640 ,1,,,,,,,,,,,,,
246.0555, ,65 276.034 ,3,,,,,,,,,,,,,
273.4827, ,61 201.662 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
278.5158, ,59 670.257 ,2,,,,,,,,,,,,,
278.5562, ,60 535.922 ,2,,,,,,,,,,,,,
280.0099, ,59 147.559 ,1,,,,,,,,,,,,,
282.5362, ,64 597.237 ,2,,,,,,,,,,,,,
282.6316, ,59 147.559 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
285.4416, ,59 670.257 ,2,,,,,,,,,,,,,
285.6289, ,58 776.425 ,0,,,,,,,,,,,,,
285.7868, ,62 497.527 ,2,,,,,,,,,,,,,
289.7664, ,59 147.559 ,1,,,,,,,,,,,,,
289.8793, ,58 263.238 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
292.9981, ,61 652.237 ,3,,,,,,,,,,,,,
297.3895, ,58 263.238 ,1,,,,,,,,,,,,,
298.0553, ,61 935.205 ,4,,,,,,,,,,,,,
302.6455, ,59 179.589 ,3,,,,,,,,,,,,,
303.6576, ,61 652.237 ,3,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
305.5229, ,61 935.205 ,4,,,,,,,,,,,,,
308.6853, ,58 533.296 ,3,,,,,,,,,,,,,
309.3752, ,64 597.237 ,2,,,,,,,,,,,,,
309.5872, ,33 336.727 ,3,,,,,,,,,,,,,
311.2029, ,61 338.016 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
311.2029,1.30E+06,32 124.054 ,1,,,,,,,,,,,,,
312.8731, ,59 179.589 ,3,,,,,,,,,,,,,
312.993, ,59 472.643 ,4,,,,,,,,,,,,,
313.5168, ,33 336.727 ,3,,,,,,,,,,,,,
317.3045, ,59 900.516 ,5,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
317.9415,3.78E+06,32 283.420 ,2,,,,,,,,,,,,,
319.5613,8.20E+07,32 124.054 ,1,,,,,,,,,,,,,
320.0269,4.80E+07,32 283.420 ,2,,,,,,,,,,,,,
320.332,2.76E+08,32 048.788 ,0,,,,,,,,,,,,,
321.668,2.03E+08,32 124.054 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
321.6731, ,59 472.643 ,4,,,,,,,,,,,,,
324.2272,2.03E+08,32 283.420 ,2,,,,,,,,,,,,,
328.0909, ,44 568.640 ,1,,,,,,,,,,,,,
330.8375, ,58 947.625 ,2,,,,,,,,,,,,,
332.7876, ,33 336.727 ,3,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
336.1986, ,44 568.640 ,1,,,,,,,,,,,,,
344.8804,4.10E+06,32 283.420 ,2,,,,,,,,,,,,,
346.7871,2.70E+06,32 124.054 ,1,,,,,,,,,,,,,
349.6079,3.49E+07,28 595.285 ,1,,,,,,,,,,,,,
354.5939, ,55 725.522 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
354.9002,4.00E+07,29 213.958 ,3,,,,,,,,,,,,,
358.4514,4.00E+07,28 730.010 ,2,,,,,,,,,,,,,
360.0731,1.38E+08,29 213.958 ,3,,,,,,,,,,,,,
360.1915,1.12E+08,28 595.285 ,1,,,,,,,,,,,,,
361.1043,1.04E+08,28 730.010 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
362.87,3.29E+07,28 595.285 ,1,,,,,,,,,,,,,
363.3121,1.30E+08,27 516.699 ,1,,,,,,,,,,,,,
366.461,3.70E+07,28 730.010 ,2,,,,,,,,,,,,,
366.8481, ,55 645.642 ,3,,,,,,,,,,,,,
371.0287,1.54E+08,28 394.177 ,4,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
374.7551,2.00E+07,27 516.699 ,1,,,,,,,,,,,,,
377.433,1.10E+08,27 532.321 ,3,,,,,,,,,,,,,
377.6556,2.40E+07,27 516.699 ,1,,,,,,,,,,,,,
378.2262, ,55 645.642 ,3,,,,,,,,,,,,,
378.8693,8.00E+07,27 227.027 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
381.8341,9.70E+06,27 227.027 ,2,,,,,,,,,,,,,
383.2889,2.95E+07,27 532.321 ,3,,,,,,,,,,,,,
384.805, ,58 263.238 ,1,,,,,,,,,,,,,
387.8285,2.83E+06,27 227.027 ,2,,,,,,,,,,,,,
393.0658,2.12E+06,28 730.010 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
395.0349,2.78E+07,26 147.252 ,2,,,,,,,,,,,,,
395.159,1.47E+06,28 595.285 ,1,,,,,,,,,,,,,
398.2592,2.71E+07,26 147.252 ,2,,,,,,,,,,,,,
412.4904,1.76E+06,27 532.321 ,3,,,,,,,,,,,,,
417.7528,5.30E+07,27 227.027 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
419.9273,5.35E+05,24 647.121 ,2,,,,,,,,,,,,,
420.4692,2.19E+06,23 776.245 ,1,,,,,,,,,,,,,
423.5727,2.32E+06,24 647.121 ,2,,,,,,,,,,,,,
430.962,1.29E+07,24 647.121 ,2,,,,,,,,,,,,,
435.8723,5.55E+06,23 776.245 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
437.4933,1.00E+08,26 147.252 ,2,,,,,,,,,,,,,
439.8008,1.15E+07,23 776.245 ,1,,,,,,,,,,,,,
442.2583,1.83E+07,23 445.063 ,0,,,,,,,,,,,,,
468.2321,1.88E+06,24 647.121 ,2,,,,,,,,,,,,,
478.6576,2.10E+06,29 213.958 ,3,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
482.3304,4.40E+06,28 730.010 ,2,,,,,,,,,,,,,
485.4861,3.90E+07,28 595.285 ,1,,,,,,,,,,,,,
488.1433,1.50E+05,23 776.245 ,1,,,,,,,,,,,,,
488.3682,4.70E+07,29 213.958 ,3,,,,,,,,,,,,,
490.0118,4.50E+07,28 730.010 ,2,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
498.2128,1.53E+06,28 394.177 ,4,,,,,,,,,,,,,
508.7418,1.95E+07,28 394.177 ,4,,,,,,,,,,,,,
511.911,1.57E+06,27 532.321 ,3,,,,,,,,,,,,,
512.3209,1.30E+07,27 516.699 ,1,,,,,,,,,,,,,
519.6421, ,33 336.727 ,3,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
520.0409,1.32E+07,27 227.027 ,2,,,,,,,,,,,,,
520.5722,1.59E+07,27 532.321 ,3,,,,,,,,,,,,,
528.9815,6.70E+05,27 227.027 ,2,,,,,,,,,,,,,
532.0782,3.80E+05,27 532.321 ,3,,,,,,,,,,,,,
540.2773, ,33 336.727 ,3,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
547.3384,4.30E+06,32 283.420 ,2,,,,,,,,,,,,,
548.073,7.60E+06,32 124.054 ,1,,,,,,,,,,,,,
549.7405,1.15E+07,32 283.420 ,2,,,,,,,,,,,,,
550.9894,4.24E+06,26 147.252 ,2,,,,,,,,,,,,,
552.1562, ,32 124.054 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
554.461,1.76E+07,32 048.788 ,0,,,,,,,,,,,,,
554.6008,5.80E+06,32 124.054 ,1,,,,,,,,,,,,,
566.2922, ,33 336.727 ,3,,,,,,,,,,,,,
572.8886,3.10E+06,32 283.420 ,2,,,,,,,,,,,,,
578.1687, ,32 124.054 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
661.3731,1.70E+06,29 213.958 ,3,,,,,,,,,,,,,
679.5415, ,28 730.010 ,2,,,,,,,,,,,,,
683.248,3.30E+05,28 730.010 ,2,,,,,,,,,,,,,
685.8221, ,28 595.285 ,1,,,,,,,,,,,,,
689.5976, ,28 595.285 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
695.1654, ,29 213.958 ,3,,,,,,,,,,,,,
726.4159,1.30E+06,28 595.285 ,1,,,,,,,,,,,,,
733.2949, ,27 516.699 ,1,,,,,,,,,,,,,
745.0275, ,27 516.699 ,1,,,,,,,,,,,,,
788.1878,1.00E+07,27 516.699 ,1,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,
883.5875, ,26 147.252 ,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
